cell_id,area,perimeter,circularity
cell_039.png,16210.0,931.0742058734451,0.23497642297990656
cell_005.png,16213.0,934.216341497176,0.23344164082964286
cell_011.png,16199.0,947.5533905932739,0.22672044717591783
cell_010.png,16255.0,799.3574311003805,0.31967951269175754
cell_004.png,16210.0,910.5533905932737,0.24568692633929406
cell_038.png,16236.0,925.6894295625948,0.2380993981122131
cell_021.png,16239.0,896.819371877506,0.2537226182458241
cell_035.png,16227.0,875.1269837220809,0.26626001366535884
cell_009.png,16169.0,1027.0275246792191,0.1926321886699959
cell_008.png,16209.0,867.5056633785214,0.27065836181781816
cell_034.png,16210.0,896.3046532517446,0.2535604866630925
cell_020.png,16237.0,888.683332908185,0.25835780399180114
cell_036.png,16206.0,909.6477990022523,0.24611560582233655
cell_022.png,16183.0,926.3168465605643,0.23700077884684456
cell_023.png,16203.0,947.7726906832801,0.22667149794212796
cell_037.png,16257.0,847.7777413171634,0.28424069087539966
cell_033.png,16230.0,897.5828278447967,0.25315080533502066
cell_027.png,16235.0,863.9493141924173,0.2733289471857874
cell_026.png,16190.0,1032.2346314604058,0.1909412941041656
cell_032.png,16244.0,897.5828278447967,0.2533691732508981
cell_018.png,16244.0,822.4995667241114,0.3017390294926597
cell_024.png,16237.0,867.1625176280137,0.27134052411099396
cell_030.png,16221.0,920.653895656662,0.24048871288018048
cell_031.png,16221.0,897.8965363437815,0.2528336624866305
cell_025.png,16213.0,901.1747109368334,0.2508737692463061
cell_019.png,16245.0,807.6711395993652,0.3129395477174022
cell_081.png,16225.0,903.2041481883564,0.24993249373458262
cell_095.png,16214.0,893.3757210636101,0.25528878796186
cell_042.png,16242.0,832.4934700697015,0.29450162728624685
cell_056.png,16274.0,796.730014102411,0.3221675686752582
cell_057.png,16189.0,1005.77878733769,0.20110596090552993
cell_043.png,16234.0,896.1686142824236,0.2540130012077668
cell_094.png,16238.0,872.126983722081,0.2682766986899031
cell_080.png,16211.0,959.7726906832801,0.221147937344736
cluster_plot.png,116264.0,7062.94844764064,0.02928755059489404
cell_096.png,16217.0,892.0681092190353,0.2560851250893175
cell_082.png,16208.0,934.1391770309007,0.2334082052538417
cell_055.png,16236.0,849.2274887854693,0.28290512805169044
cell_041.png,16228.0,922.5533905932739,0.23960277544492628
cell_069.png,16216.0,877.9909447527598,0.2643464765617628
cell_068.png,16233.0,898.961507501237,0.25242156812801597
cell_040.png,16207.0,924.4467888754755,0.23831350805298776
cell_054.png,16271.0,803.0792565073285,0.3170350602514561
cell_083.png,16224.0,832.2985565973347,0.2943130495716479
cell_097.png,16185.0,976.2935059634514,0.21338395812736602
cell_093.png,16250.0,869.9198769408944,0.26983900134592625
cell_087.png,16239.0,863.126983722081,0.273917486394766
cell_078.png,16239.0,874.6772362537749,0.26673100282838347
cell_050.png,16217.0,863.9137802864846,0.27304836336878313
cell_044.png,16206.0,963.3940110268398,0.21942081014907827
cell_045.png,16212.0,891.1330803764909,0.25654368440490766
cell_051.png,16246.0,832.1564209736039,0.29481282731914105
cell_079.png,16169.0,955.5239533417509,0.22254091428813913
cell_086.png,16169.0,989.3584771209071,0.2075800759332835
cell_092.png,16234.0,932.7016228714147,0.2345038303497363
cell_084.png,16251.0,860.7483040656407,0.2756370561672541
cell_090.png,16195.0,922.653895656662,0.23906344678830907
cell_047.png,16226.0,961.1513703397204,0.22071800230390412
cell_053.png,16261.0,834.9432175380075,0.2931185013138875
cell_052.png,16217.0,906.7604973744603,0.24785358026056317
cell_046.png,16244.0,886.3107499061546,0.25985484053646446
cell_091.png,16209.0,916.7604973744603,0.24235629418265045
cell_085.png,16190.0,917.216341497176,0.24183165353422698
